Title,Description,Sentiment
Title 1730,Coca-Cola is amazing and refreshing.,Positive
Title 1731,Coca-Cola always makes my day better.,Positive
Title 1732,Coca-Cola is amazing and refreshing.,Positive
Title 1733,Nothing beats a cold Coca-Cola on a hot day.,Positive
Title 1734,Nothing beats a cold Coca-Cola on a hot day.,Positive
Title 1735,Nothing beats a cold Coca-Cola on a hot day.,Positive
Title 1736,I love Coca-Cola! It's the best drink ever.,Positive
Title 1737,Coca-Cola always makes my day better.,Positive
Title 1738,Nothing beats a cold Coca-Cola on a hot day.,Positive
Title 1739,I love Coca-Cola! It's the best drink ever.,Positive
Title 1740,Coca-Cola always makes my day better.,Positive
Title 1741,Coca-Cola is amazing and refreshing.,Positive
Title 1742,I love Coca-Cola! It's the best drink ever.,Positive
Title 1743,My favorite beverage is Coca-Cola.,Positive
Title 1744,I love Coca-Cola! It's the best drink ever.,Positive
Title 1745,I love Coca-Cola! It's the best drink ever.,Positive
Title 1746,Coca-Cola always makes my day better.,Positive
Title 1747,Coca-Cola is amazing and refreshing.,Positive
Title 1748,My favorite beverage is Coca-Cola.,Positive
Title 1749,Nothing beats a cold Coca-Cola on a hot day.,Positive
Title 1750,Nothing beats a cold Coca-Cola on a hot day.,Positive
Title 1751,I love Coca-Cola! It's the best drink ever.,Positive
Title 1752,Coca-Cola always makes my day better.,Positive
Title 1753,Coca-Cola always makes my day better.,Positive
Title 1754,Nothing beats a cold Coca-Cola on a hot day.,Positive
Title 1755,My favorite beverage is Coca-Cola.,Positive
Title 1756,Coca-Cola is amazing and refreshing.,Positive
Title 1757,My favorite beverage is Coca-Cola.,Positive
Title 1758,Coca-Cola is amazing and refreshing.,Positive
Title 1759,Nothing beats a cold Coca-Cola on a hot day.,Positive
Title 1760,Coca-Cola is amazing and refreshing.,Positive
Title 1761,Coca-Cola always makes my day better.,Positive
Title 1762,I love Coca-Cola! It's the best drink ever.,Positive
Title 1763,I love Coca-Cola! It's the best drink ever.,Positive
Title 1764,Nothing beats a cold Coca-Cola on a hot day.,Positive
Title 1765,Coca-Cola always makes my day better.,Positive
Title 1766,My favorite beverage is Coca-Cola.,Positive
Title 1767,Coca-Cola always makes my day better.,Positive
Title 1768,I love Coca-Cola! It's the best drink ever.,Positive
Title 1769,I love Coca-Cola! It's the best drink ever.,Positive
Title 1770,Coca-Cola always makes my day better.,Positive
Title 1771,Coca-Cola always makes my day better.,Positive
Title 1772,I love Coca-Cola! It's the best drink ever.,Positive
Title 1773,My favorite beverage is Coca-Cola.,Positive
Title 1774,Nothing beats a cold Coca-Cola on a hot day.,Positive
Title 1775,Nothing beats a cold Coca-Cola on a hot day.,Positive
Title 1776,Coca-Cola always makes my day better.,Positive
Title 1777,Nothing beats a cold Coca-Cola on a hot day.,Positive
Title 1778,I love Coca-Cola! It's the best drink ever.,Positive
Title 1779,I love Coca-Cola! It's the best drink ever.,Positive
Title 1780,Coca-Cola always makes my day better.,Positive
Title 1781,Coca-Cola always makes my day better.,Positive
Title 1782,Coca-Cola always makes my day better.,Positive
Title 1783,My favorite beverage is Coca-Cola.,Positive
Title 1784,Nothing beats a cold Coca-Cola on a hot day.,Positive
Title 1785,Coca-Cola always makes my day better.,Positive
Title 1786,Coca-Cola is amazing and refreshing.,Positive
Title 1787,Coca-Cola is amazing and refreshing.,Positive
Title 1788,I love Coca-Cola! It's the best drink ever.,Positive
Title 1789,Nothing beats a cold Coca-Cola on a hot day.,Positive
Title 1790,Coca-Cola always makes my day better.,Positive
Title 1791,Coca-Cola is amazing and refreshing.,Positive
Title 1792,Nothing beats a cold Coca-Cola on a hot day.,Positive
Title 1793,I love Coca-Cola! It's the best drink ever.,Positive
Title 1794,My favorite beverage is Coca-Cola.,Positive
Title 1795,Nothing beats a cold Coca-Cola on a hot day.,Positive
Title 1796,Nothing beats a cold Coca-Cola on a hot day.,Positive
Title 1797,My favorite beverage is Coca-Cola.,Positive
Title 1798,Nothing beats a cold Coca-Cola on a hot day.,Positive
Title 1799,I love Coca-Cola! It's the best drink ever.,Positive
Title 1800,I love Coca-Cola! It's the best drink ever.,Positive
Title 1801,My favorite beverage is Coca-Cola.,Positive
Title 1802,Coca-Cola always makes my day better.,Positive
Title 1803,Coca-Cola is amazing and refreshing.,Positive
Title 1804,Coca-Cola always makes my day better.,Positive
Title 1805,Nothing beats a cold Coca-Cola on a hot day.,Positive
Title 1806,Coca-Cola is amazing and refreshing.,Positive
Title 1807,My favorite beverage is Coca-Cola.,Positive
Title 1808,My favorite beverage is Coca-Cola.,Positive
Title 1809,Coca-Cola is amazing and refreshing.,Positive
Title 1810,I love Coca-Cola! It's the best drink ever.,Positive
Title 1811,Coca-Cola is amazing and refreshing.,Positive
Title 1812,Nothing beats a cold Coca-Cola on a hot day.,Positive
Title 1813,I love Coca-Cola! It's the best drink ever.,Positive
Title 1814,My favorite beverage is Coca-Cola.,Positive
Title 1815,Coca-Cola is amazing and refreshing.,Positive
Title 1816,Coca-Cola always makes my day better.,Positive
Title 1817,Coca-Cola always makes my day better.,Positive
Title 1818,Nothing beats a cold Coca-Cola on a hot day.,Positive
Title 1819,Coca-Cola always makes my day better.,Positive
Title 1820,Coca-Cola is amazing and refreshing.,Positive
Title 1821,Coca-Cola is amazing and refreshing.,Positive
Title 1822,Coca-Cola always makes my day better.,Positive
Title 1823,Coca-Cola is amazing and refreshing.,Positive
Title 1824,Nothing beats a cold Coca-Cola on a hot day.,Positive
Title 1825,I love Coca-Cola! It's the best drink ever.,Positive
Title 1826,Nothing beats a cold Coca-Cola on a hot day.,Positive
Title 1827,Nothing beats a cold Coca-Cola on a hot day.,Positive
Title 1828,Coca-Cola is amazing and refreshing.,Positive
Title 1829,I love Coca-Cola! It's the best drink ever.,Positive
Title 1830,Coca-Cola is amazing and refreshing.,Positive
Title 1831,My favorite beverage is Coca-Cola.,Positive
Title 1832,Coca-Cola is amazing and refreshing.,Positive
Title 1833,Coca-Cola is amazing and refreshing.,Positive
Title 1834,Coca-Cola is amazing and refreshing.,Positive
Title 1835,I love Coca-Cola! It's the best drink ever.,Positive
Title 1836,Coca-Cola is amazing and refreshing.,Positive
Title 1837,I love Coca-Cola! It's the best drink ever.,Positive
Title 1838,Coca-Cola always makes my day better.,Positive
Title 1839,My favorite beverage is Coca-Cola.,Positive
Title 1840,I love Coca-Cola! It's the best drink ever.,Positive
Title 1841,Coca-Cola always makes my day better.,Positive
Title 1842,I love Coca-Cola! It's the best drink ever.,Positive
Title 1843,I love Coca-Cola! It's the best drink ever.,Positive
Title 1844,My favorite beverage is Coca-Cola.,Positive
Title 1845,Nothing beats a cold Coca-Cola on a hot day.,Positive
Title 1846,Nothing beats a cold Coca-Cola on a hot day.,Positive
Title 1847,I love Coca-Cola! It's the best drink ever.,Positive
Title 1848,Coca-Cola is amazing and refreshing.,Positive
Title 1849,Coca-Cola always makes my day better.,Positive
Title 1850,Coca-Cola is amazing and refreshing.,Positive
Title 1851,Coca-Cola is amazing and refreshing.,Positive
Title 1852,I love Coca-Cola! It's the best drink ever.,Positive
Title 1853,I love Coca-Cola! It's the best drink ever.,Positive
Title 1854,I love Coca-Cola! It's the best drink ever.,Positive
Title 1855,I love Coca-Cola! It's the best drink ever.,Positive
Title 1856,Nothing beats a cold Coca-Cola on a hot day.,Positive
Title 1857,I love Coca-Cola! It's the best drink ever.,Positive
Title 1858,Nothing beats a cold Coca-Cola on a hot day.,Positive
Title 1859,Nothing beats a cold Coca-Cola on a hot day.,Positive
Title 1860,I love Coca-Cola! It's the best drink ever.,Positive
Title 1861,My favorite beverage is Coca-Cola.,Positive
Title 1862,Coca-Cola always makes my day better.,Positive
Title 1863,Coca-Cola is amazing and refreshing.,Positive
Title 1864,Nothing beats a cold Coca-Cola on a hot day.,Positive
Title 1865,Coca-Cola always makes my day better.,Positive
Title 1866,My favorite beverage is Coca-Cola.,Positive
Title 1867,Coca-Cola is amazing and refreshing.,Positive
Title 1868,Coca-Cola is amazing and refreshing.,Positive
Title 1869,Nothing beats a cold Coca-Cola on a hot day.,Positive
Title 1870,I love Coca-Cola! It's the best drink ever.,Positive
Title 1871,My favorite beverage is Coca-Cola.,Positive
Title 1872,Nothing beats a cold Coca-Cola on a hot day.,Positive
Title 1873,My favorite beverage is Coca-Cola.,Positive
Title 1874,I love Coca-Cola! It's the best drink ever.,Positive
Title 1875,I love Coca-Cola! It's the best drink ever.,Positive
Title 1876,Nothing beats a cold Coca-Cola on a hot day.,Positive
Title 1877,I love Coca-Cola! It's the best drink ever.,Positive
Title 1878,Coca-Cola always makes my day better.,Positive
Title 1879,Coca-Cola is amazing and refreshing.,Positive
Title 1880,Nothing beats a cold Coca-Cola on a hot day.,Positive
Title 1881,My favorite beverage is Coca-Cola.,Positive
Title 1882,Coca-Cola always makes my day better.,Positive
Title 1883,Nothing beats a cold Coca-Cola on a hot day.,Positive
Title 1884,I love Coca-Cola! It's the best drink ever.,Positive
Title 1885,I love Coca-Cola! It's the best drink ever.,Positive
Title 1886,I love Coca-Cola! It's the best drink ever.,Positive
Title 1887,I love Coca-Cola! It's the best drink ever.,Positive
Title 1888,My favorite beverage is Coca-Cola.,Positive
Title 1889,Coca-Cola always makes my day better.,Positive
Title 1890,Coca-Cola is amazing and refreshing.,Positive
Title 1891,My favorite beverage is Coca-Cola.,Positive
Title 1892,My favorite beverage is Coca-Cola.,Positive
Title 1893,Coca-Cola is amazing and refreshing.,Positive
Title 1894,Coca-Cola is amazing and refreshing.,Positive
Title 1895,I love Coca-Cola! It's the best drink ever.,Positive
Title 1896,My favorite beverage is Coca-Cola.,Positive
Title 1897,Nothing beats a cold Coca-Cola on a hot day.,Positive
Title 1898,Coca-Cola is amazing and refreshing.,Positive
Title 1899,Coca-Cola is amazing and refreshing.,Positive
Title 1900,Coca-Cola always makes my day better.,Positive
Title 1901,Nothing beats a cold Coca-Cola on a hot day.,Positive
Title 1902,Nothing beats a cold Coca-Cola on a hot day.,Positive
Title 1903,Coca-Cola is amazing and refreshing.,Positive
Title 1904,I love Coca-Cola! It's the best drink ever.,Positive
Title 1905,Coca-Cola always makes my day better.,Positive
Title 1906,Nothing beats a cold Coca-Cola on a hot day.,Positive
Title 1907,Coca-Cola is amazing and refreshing.,Positive
Title 1908,Nothing beats a cold Coca-Cola on a hot day.,Positive
Title 1909,Coca-Cola always makes my day better.,Positive
Title 1910,Coca-Cola always makes my day better.,Positive
Title 1911,My favorite beverage is Coca-Cola.,Positive
Title 1912,Coca-Cola is amazing and refreshing.,Positive
Title 1913,Coca-Cola always makes my day better.,Positive
Title 1914,My favorite beverage is Coca-Cola.,Positive
Title 1915,My favorite beverage is Coca-Cola.,Positive
Title 1916,Nothing beats a cold Coca-Cola on a hot day.,Positive
Title 1917,Nothing beats a cold Coca-Cola on a hot day.,Positive
Title 1918,My favorite beverage is Coca-Cola.,Positive
Title 1919,Nothing beats a cold Coca-Cola on a hot day.,Positive
Title 1920,Coca-Cola always makes my day better.,Positive
Title 1921,I love Coca-Cola! It's the best drink ever.,Positive
Title 1922,Coca-Cola always makes my day better.,Positive
Title 1923,My favorite beverage is Coca-Cola.,Positive
Title 1924,My favorite beverage is Coca-Cola.,Positive
Title 1925,Coca-Cola always makes my day better.,Positive
Title 1926,Nothing beats a cold Coca-Cola on a hot day.,Positive
Title 1927,Nothing beats a cold Coca-Cola on a hot day.,Positive
Title 1928,My favorite beverage is Coca-Cola.,Positive
Title 1929,Coca-Cola is amazing and refreshing.,Positive
Title 1930,Nothing beats a cold Coca-Cola on a hot day.,Positive
Title 1931,Coca-Cola always makes my day better.,Positive
Title 1932,Nothing beats a cold Coca-Cola on a hot day.,Positive
Title 1933,Coca-Cola always makes my day better.,Positive
Title 1934,My favorite beverage is Coca-Cola.,Positive
Title 1935,Nothing beats a cold Coca-Cola on a hot day.,Positive
Title 1936,Coca-Cola always makes my day better.,Positive
Title 1937,My favorite beverage is Coca-Cola.,Positive
Title 1938,Coca-Cola is amazing and refreshing.,Positive
Title 1939,Coca-Cola always makes my day better.,Positive
Title 1940,Coca-Cola is amazing and refreshing.,Positive
Title 1941,Coca-Cola is amazing and refreshing.,Positive
Title 1942,I love Coca-Cola! It's the best drink ever.,Positive
Title 1943,Nothing beats a cold Coca-Cola on a hot day.,Positive
Title 1944,Coca-Cola always makes my day better.,Positive
Title 1945,Coca-Cola is amazing and refreshing.,Positive
Title 1946,I love Coca-Cola! It's the best drink ever.,Positive
Title 1947,My favorite beverage is Coca-Cola.,Positive
Title 1948,Coca-Cola always makes my day better.,Positive
Title 1949,Coca-Cola is amazing and refreshing.,Positive
Title 1950,Nothing beats a cold Coca-Cola on a hot day.,Positive
Title 1951,I love Coca-Cola! It's the best drink ever.,Positive
Title 1952,Coca-Cola is amazing and refreshing.,Positive
Title 1953,Nothing beats a cold Coca-Cola on a hot day.,Positive
Title 1954,Coca-Cola is amazing and refreshing.,Positive
Title 1955,Coca-Cola always makes my day better.,Positive
Title 1956,Coca-Cola always makes my day better.,Positive
Title 1957,Coca-Cola always makes my day better.,Positive
Title 1958,I love Coca-Cola! It's the best drink ever.,Positive
Title 1959,Coca-Cola always makes my day better.,Positive
Title 1960,Nothing beats a cold Coca-Cola on a hot day.,Positive
Title 1961,Coca-Cola is amazing and refreshing.,Positive
Title 1962,My favorite beverage is Coca-Cola.,Positive
Title 1963,Nothing beats a cold Coca-Cola on a hot day.,Positive
Title 1964,Nothing beats a cold Coca-Cola on a hot day.,Positive
Title 1965,Coca-Cola always makes my day better.,Positive
Title 1966,I love Coca-Cola! It's the best drink ever.,Positive
Title 1967,Coca-Cola is amazing and refreshing.,Positive
Title 1968,I love Coca-Cola! It's the best drink ever.,Positive
Title 1969,Coca-Cola is amazing and refreshing.,Positive
Title 1970,Coca-Cola is amazing and refreshing.,Positive
Title 1971,I love Coca-Cola! It's the best drink ever.,Positive
Title 1972,Nothing beats a cold Coca-Cola on a hot day.,Positive
Title 1973,Coca-Cola is amazing and refreshing.,Positive
Title 1974,I love Coca-Cola! It's the best drink ever.,Positive
Title 1975,Coca-Cola is amazing and refreshing.,Positive
Title 1976,My favorite beverage is Coca-Cola.,Positive
Title 1977,Nothing beats a cold Coca-Cola on a hot day.,Positive
Title 1978,Coca-Cola always makes my day better.,Positive
Title 1979,Coca-Cola is amazing and refreshing.,Positive
Title 1980,My favorite beverage is Coca-Cola.,Positive
Title 1981,Coca-Cola always makes my day better.,Positive
